name,latitude,longitude
Ambaji Dham,19.1782995,72.9496648
Shiv Sena Shakha Mulund,19.1739001,72.954633
Pach Rasta Devidayal Road,19.1756063,72.9527031
Kamagar Hospital Mulund,19.1790772,72.9454822
Ravi Fisheries / Road Number 27,19.1952385,72.945341
Wagle Circle / Road No 22,19.1948833,72.9497145
Durdwani Kendra,19.1944553,72.9516942
ITI Circle,19.1955412,72.9431088
Indira Nagar,19.2052249,72.9499322
Aai Mata Mandir Chowk,19.2069548,72.9569503
Kores Nakshtra,19.2091745,72.9614444
Runwal Plaza,19.2078791,72.9585369
Chhabhaiya Park,19.2176501,72.98131
Lodha Gate,19.2116179,72.9843718
Majiwada Gaon,19.2139249,72.9816729
Lodha Gate,19.2115761,72.984792
Sachin Society,19.214505,72.9797748
Lodha,19.2143345,72.9844703
Lodha Complex,19.2132428,72.9845692
Vardhman Garden,19.2189146,72.985082
Azad Nagar,19.2394215,72.9806883
St. Xaviers School,19.2403693,72.9774659
Brahmand Phase 4,19.2414312,72.9819707
Brahmand Phase 6,19.2464781,72.9846916
Brahmand Phase 5,19.2449088,72.9835683
Atriya Society,19.24553,72.982524
Leonard,19.2506846,72.9800125
Shree Maa Bal Niketan,19.24968,72.9795093
Forest Avenue,19.2540682,72.9818295
Rutu Tower,19.2480821,72.9790461
Hiranandani Garden,19.2575023,72.9782186
Swastik Regalia,19.262335,72.977285
Stanford Row,19.2565462,72.9796214
Kasarvadavali / Sainik Shala,19.270863,72.9667733
गांधी नगर,19.1252025,72.92406
Asian Paints,19.1594657,72.9376892
Gandhi Nagar,19.1264375,72.9251611
Hoechst Company,19.1657943,72.9383539
Hoechst Company,19.1658421,72.9383575
Mahanagarpalika Udyan,19.1757668,72.9493073
Mulund Depot,19.1758162,72.9465714
Mulund Depot,19.1758162,72.9463287
Shivram Society,19.1756224,72.9441655
Shivram Society,19.1757298,72.9444606
Mulund Railway Station (W),19.1727925,72.9558465
Mulund Railway Station (W),19.172923,72.9566324
Mulund Railway Station (W),19.173004,72.9567061
Dr Hegdewar Chowk,19.163828,72.9391645
Ralli Wolf,19.1706793,72.9401808
Johnson & Johnson,19.1747944,72.9417903
Duncan Company,19.1682183,72.9391489
Johnson & Johnson,19.1747422,72.9417825
Duncan Company,19.1681698,72.9391418
RP Road,19.1742247,72.9570889
Mulund Railway Station (W),19.1737498,72.957208
Maharishi Arvind Chowk,19.1756305,72.9526834
RP Road,19.1740898,72.9572188
P&T Colony,19.1696937,72.946077
Vidyaben Gardi School,19.1714443,72.9477022
P&T Colony,19.1696398,72.9458787
Bhandup Village,19.1443574,72.9506356
Konark Regency,19.1627426,72.9419983
Fortis Hospital,19.1627885,72.9419796
Godrej Boyce,19.1013884,72.929061
Bhandup Village,19.1441688,72.9500624
Vikhroli Village,19.1041157,72.9305415
Dr Shyama Prasad Mukherjee Chowk,18.9257701,72.833396
Veer Hutatma Bhai Kotwal Udyan,19.020936,72.8420918
Babasaheb Worlikar Chowk,19.012687,72.8247703
Rakhangi Chowk,18.9903077,72.8232853
Prabhadevi,19.013183,72.8285565
Highway Apartments,19.0481053,72.8683474
Hoechst Company,19.1660094,72.9381925
Wadarpada,19.1675996,72.9511729
Kalidas Natyagruh,19.17294,72.9493525
Kalidas Natyagruh,19.1734836,72.949696
Ravi Kiran Nagrik Bank,19.1685233,72.9520886
Mehul Cinema,19.1659927,72.9493859
Parshawnath Nagar,19.1640613,72.9473958
Dr Hegdewar Chowk/Bhandup Sonapur,19.1636635,72.9386608
Merind Company,19.1613878,72.9445075
Gaondevi Bus Stop,19.1844328,72.9718186
IIT Main Gate,19.1246198,72.9159678
Maharana Pratap Chowk,19.184213,72.9544284
Poddar Hospital Siddharth Nagar,19.0007873,72.8162918
Juhu Beach,19.0958753,72.828165
Juhu Tara,19.0902467,72.8276638
Rameadi,19.140439,72.8587259
St. Mary's High School,19.1665574,72.9450221
St. Mary's High School,19.1664462,72.9450483
Chembur Fine Arts,19.0601854,72.8967533
Chembir Fine Arts,19.0601135,72.8966899
Dr Hegdewar Chowk,19.1616752,72.9377119
Dr Hegdewar Chowk,19.1616082,72.9377154
Siddhivinayak Mandir,19.0178478,72.8319815
Siddhivinayak Mandir,19.0178348,72.8319258
Saki Naka,19.1051624,72.887545
Malwani Akaswani,19.1963277,72.8097611
Bhabha Hospital,19.0574736,72.8338627
Bandra Police Station,19.0562206,72.8349676
Bandra Police Station,19.0555205,72.8357281
Elco Market,19.0556392,72.8330042
Bank of India,19.055227,72.8311915
Ahilyabai Hillary Chowk,18.9333291,72.8265757
Ahilyabai Hillary Chowk,18.9330668,72.8268371
Kisan Nagar,19.1896061,72.9498035
Balsara,19.1915414,72.9517615
Majiwada,19.2108935,72.9826444
Majiwada,19.2112836,72.9827088
Highland Park,19.1698799,72.93237
Wadala Truck Terminal,19.0345339,72.8741878
Bhandup Pumping Centre,19.1554672,72.9571926
Mulund Vasahat,19.1744263,72.9370559
Maratha Colony,19.0740032,72.8469774
Maratha Colony,19.0740021,72.8470279
Kamani,19.0851644,72.8871162
Kamani,19.0851555,72.8872249
Ravi Kiran Nagrik Bank,19.1689649,72.9523319
Mulund Vidya Mandir,19.1700798,72.9535851
Wadarpada,19.1679529,72.9513645
Mulund Vidya Mandir,19.1701808,72.9535444
Kumbharwada,19.0540047,72.8916923
Rani Lakshmi Chowk,19.0449369,72.8639539
Sitaladevi Temple,19.036111,72.8422647
LIC Colony,19.0661647,72.8298069
LIC Colony,19.0661664,72.8299627
Mount Mary Steps,19.048188,72.8249936
Parijat,19.050955,72.8302978
Akshay,19.0515266,72.8313768
National College,19.0640115,72.834808
Juhu Koliwada,19.0860932,72.8276098
Juhu Koliwada,19.0859241,72.8276105
Shitladevi Temple,19.0336589,72.8421398
Citylight Cinema,19.0297875,72.8415944
St. Peter's Church,19.0553099,72.830619
Citylight Cinema,19.0297068,72.8417593
Ram Ganesh Gadkari Chowk,19.024482,72.8378249
Navy Nagar Colaba,18.9075165,72.8089517
Royal Hotel Bus Stop,19.0920568,72.8281643
Chakala Cigarette Company,19.1065997,72.8595354
Chakala Cigarette Company,19.1067084,72.8597458
Ram Ganesh Gadkari Chowk,19.0257599,72.840938
S.K. Patil Park,18.9492464,72.821548
Pandit Paluskar Chowk,18.9551577,72.8162925
Dr. B.R. Ambedkar Road,19.0701677,72.8290966
Dr. B.R. Ambedkar Road,19.070073,72.8290745
Rizvi College,19.0687139,72.8229416
Utpal Sanghvi,19.1126761,72.8281216
Utpal Sanghvi,19.1127054,72.8283699
Elco Market,19.0556291,72.8323013
Deepak Cinema,19.0059699,72.8308431
Orkay,19.1214332,72.8705534
BST buses,18.9692788,72.8221481
Ambaji Dham,19.1781961,72.9497831
Meenatai Thakre Udyan,19.0994569,72.9175809
Ghatkopar Railway Station (East),19.0849439,72.9077867
Ghatkopar Railway Station (East),19.0847538,72.9074527
Ghatkopar Railway Station (East),19.0846625,72.9072958
Ghatkopar Railway Station (East),19.0845903,72.9071563
Ghatkopar Railway Station (East),19.0845092,72.9070142
Khar Telephone Exchange,19.0687894,72.8334142
Khar Telephone Exchange,19.0693157,72.8337918
Bandra Talao,19.0561051,72.8368814
Bandra Talao,19.0559936,72.8369718
residental,18.9694606,72.8244644
Manpada,19.2351476,72.9758714
Dharamvir Nagar,19.2360987,72.9747023
St. Andrew's Church,19.0546492,72.825898
Maheshwari Udyan,19.0269378,72.8560752
Johnson & Johnson,19.1752624,72.9423285
Mahim,19.0404874,72.841137
Mahim,19.0402201,72.8412529
Mahim,19.0401041,72.8412937
Kalanagar Bus Station,19.0533323,72.8472128
Balakanji Bari,19.0847914,72.8330011
SNDT College,19.0853427,72.8307608
Pali Mala,19.0620662,72.8294564
Maharishi Arvind Chowk,19.175543,72.9518993
Maharana Pratap Chowk,19.1843012,72.9537812
Veena Nagar,19.182043,72.9469148
Jain Mandir,19.1769003,72.9664984
Jain Mandir,19.176923,72.9663549
National College,19.0630759,72.8345407
Bandra Talkies,19.0622697,72.8355532
Gavan Pada,19.1730746,72.9616682
Kora Kendra,19.220046,72.8526005
Kora Kendra,19.2200787,72.8523963
Kora Kendra,19.2210799,72.8544453
Kora Kendra,19.222102,72.8534389
Kora Kendra,19.2216615,72.8530358
Borivali Jail,19.2244652,72.8542013
Borivali Jail,19.2240525,72.8542373
Dharamshi Hall,19.2260687,72.8548518
Dharamshi Hall,19.2264237,72.8551977
Shastri Nagar,19.2178467,72.851688
Shastri Nagar,19.2181441,72.8515695
Poisar,19.2141577,72.8511565
Poisar,19.2145292,72.8508257
Mulund Station (East),19.1717016,72.9581372
Neelam Nagar Building No.3&4,19.1745172,72.9628443
Chhatrapati Shivaji Terminus,18.9409746,72.8332157
Chhatrapati Shivaji Terminus,18.9411394,72.8329924
Strand Cinema,18.9167915,72.826985
Bandra Bus Station (W),19.0541719,72.8391858
Juhu Circle,19.1149445,72.8298035
Lilavati Hospital,19.0509959,72.8296561
Carmel Church,19.0509207,72.8275308
Hill Road Garden,19.0529554,72.8240232
Carmel Church,19.0508979,72.8274962
Tobacco Company,19.0497115,72.8264406
Dr. Cooper Hospital Bus Stop,19.1081378,72.8370136
Santosh Nagar Extension Bus Stop outbound,19.1673351,72.876621
Santosh Nagar Extension Bus Stop inbound,19.167192,72.8769851
Infinity IT park main gate,19.1762412,72.881176
"N.N.P plot 1,2",19.1725788,72.8812925
Santacruz Station,19.0833776,72.8380565
Santacruz Station,19.083185,72.8380542
Mahim,19.0396495,72.8417784
Khar Linking Road,19.071062,72.8339116
Khar Linking Road,19.0728674,72.8342106
Ram Krishna Mission,19.0744894,72.8342379
Ram Krishna Mission,19.0747703,72.8342505
Agarkar Chowk,19.1181917,72.847949
Metro Company,19.0737165,72.8698103
Kalina,19.0778321,72.8619049
somaiya collage bus stop,19.0749487,72.9031986
Khodadaar circle,19.0190278,72.8484644
Khodadad Circle,19.0188084,72.8487161
IC Colony,19.2482718,72.8480499
Cadbury Junction,19.2045233,72.9685702
Forest Office,19.1889354,72.9646435
Shahu Market,19.1886561,72.9675704
Ranade Road Junction,19.0222917,72.8379986
Laxmi Industrial Estate,19.1357014,72.8319136
Kheera Nagar,19.0869549,72.8380568
Kheera Nagar,19.0869924,72.8380609
Vrindavan Society,19.208340769731297,72.98279039677799
