,Name,longitude,latitude
3285,SAHYADRI SCHOOL,72.993421,19.197734
3286,AHILYABAI HOLKAR CHOWK (CHURCHGATE),72.826884,18.935455
3287,BUDDHA NAGAR (KURLA-W),72.880288,19.073636
3288,KAMANI,72.887304,19.085131
3289,YASHODHAN NAGAR (THANE),72.95432,19.208379
3290,AMAR NAGAR,72.931866,19.168284
3291,SAMANA PARIWAR (MALAD-E),72.876388,19.176144
3292,JAIN MANDIR (MIRA ROAD),72.862322,19.280082
3293,ADARSH HIGH SCHOOL (ANIK),72.876019,19.021787
3294,"KANDIVALI INDUSTRIAL ESTATE, GANESH NAGAR",72.828295,19.204194
3295,PRINCESS STREET (KALBADEVI),72.827161,18.946413
3296,MAKER TOWER,72.817587,18.916268
3297,MAHARASHTRA NAGAR (THANE),72.969993,19.226528
3298,CENTRAL DAIRY TABELA  (AAREY COLONY),72.8829167,19.1570167
3299,"M.M.R.D.A., FAMILY COURT (BKC)",72.851471,19.056032
3300,SARDAR VALLABHBHAI PATEL COLLEGE,72.845903,19.249936
3301,TAGORE NAGAR NO.5 (VIKHROLI-E),72.928832,19.124983
3302,BHUTTA COLLEGE,72.848443,19.108013
3303,"BANDRA TALKIES, SHROFF EYE HOSPITAL",72.837235,19.060911
3304,SALVATION ARMY,72.826114,18.972594
3305,BRIMCO,72.822996,19.207587
3306,SWAN MILLS,72.848795,18.994761
3307,RANI LAXMIBAI CHOWK (SION),72.862907,19.044692
3308,LALJIPADA POLICE CHOWKY,72.834343,19.203927
3309,GHODBUNDER VILLAGE,72.889402,19.291613
3310,POWAI CHOWK (MULUND-W),72.935953,19.172747
3311,BHARAT DIAMOND BOURSE,72.865432,19.064053
3312,DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM),72.830528,18.925718
3313,ACHARYA MARATHE COLLEGE,72.907629,19.058948
3314,MUMBAI CENTRAL STATION,72.818416,18.969037
3315,PT.PALUSKAR CHOWK (OPERA HOUSE),72.816739,18.953208
3316,AAREY UNIT NO.2 & 3,72.867466,19.164802
3317,KENDRIYA VIDYALAYA (MALAD-W),72.797834,19.188026
3318,HINDUSTAN DORR-OLIVER LIMITED,72.857545,19.112056
3319,MULUND COURT,72.958115,19.174501
3320,"SASOON DOCK, COLABA FIRE STATION",72.825714,18.915479
3321,BANDRA TALKIES,72.835849,19.059383
3322,WORLI DEPOT,72.819983,19.013532
3323,GOVIND NAGAR JUNCTION,72.851631,19.232901
3324,SANSKRITI APARTMENT,72.863502,19.213132
3325,VAZIRA NAKA,72.844033,19.230376
3326,KUNCHI KURVE NAGAR,72.869814,19.077616
3327,LOKMANYA TILAK NAGAR (GOREGAON-W),72.841799,19.16318
3328,PARSIK NAGAR,73.007058,19.204777
3329,KUMBHARWADA (CHEMBUR),72.891916,19.054281
3330,NAGBABA MANDIR (KAILAS COMPLEX),72.91759,19.114194
3331,SHIVAJI NAGAR (BORIVALI -W),72.854048,19.245848
3332,JAIN MANDIR (GHODBUNDER RD),72.899632,19.285266
3333,JAGDUSHA NAGAR,72.908471,19.099583
3334,VARSHA NAGAR,72.917222,19.107048
3335,FOUR BUNGALOWS,72.824923,19.129471
3336,RANI LAXMIBAI CHOWK (SION),72.863505,19.045758
3337,"PAREL VILLAGE, ST.GORA KUMBHAR CHOWK",72.845637,19.000794
3338,BHANDUP PUMPING CENTRE,72.956452,19.153885
3339,M.I.G.COLONY (KALA NAGAR),72.847651,19.056183
3340,ADARSH NAGAR (JOGESHWARI-W),72.830528,19.145736
3341,ASHA USHA COMPANY,72.92395,19.107781
3342,NEHRU PLANETARIUM (WORLI),72.81383,18.989921
3343,VIJAY PRINTING PRESS (SAKI NAKA),72.884693,19.101707
3344,MASTER WADI,72.790378,19.15238
3345,HUTATMA CHOWK,72.831129,18.934509
3346,KETAKI PADA,72.869337,19.255857
3347,JUHU BEACH,72.827002,19.096895
3348,"PAREL S.T.DEPOT, SANT ROHIDAS CHOWK",72.832971,19.008329
3349,"ADITYA APARTMENT, CHIKOOWADI",72.840921,19.220554
3350,GOPAL NAGAR (WORLI),72.823352,19.006235
3351,BEHRAM BAUG,72.836563,19.14677
3352,RAMKRISHNA MISSION (KHAR-W),72.83428,19.074469
3353,MAHALAXMI STATION,72.823628,18.982222
3354,BHUTTA COLLEGE,72.848415,19.108139
3355,VAIBHAV ASAVARI SOCIETY (WARE HOUSE),72.86671,19.106514
3356,SWAMI VIVEKANAND CHOWK (THANE),72.967775,19.181755
3357,RAMESH NAGAR (ANDHERI-W),72.842943,19.132031
3358,ANUSHAKTI NAGAR BUS STATION,72.926482,19.042438
3359,"HANUMAN MANDIR (DADAR-W), D SILVA SCHOOL",72.839954,19.01968
3360,STATE BANK (SAKI NAKA),72.888055,19.107003
3361,MUMBAI CENTRAL DEPOT,72.823373,18.968418
3362,FORTIS HOSPITAL,72.9424,19.162368
3363,MARINE LINES RAILWAY STATION,72.824427,18.945372
3364,GAUTAM NAGAR (KANDIVALI-E),72.8784,19.2002
3365,ABHINAV NAGAR,72.8682333,19.2318833
3366,CHHEDA NAGAR,72.904709,19.068911
3367,MAHARANA PRATAP CHOWK (MAZGAON),72.840759,18.969315
3368,DAHISAR CHECK NAKA,72.871895,19.257755
3369,BANWARI COMPOUND,72.847696,19.045686
3370,PARSIWADA (CHAKALA),72.855932,19.10883
3371,MUNICIPAL SCHOOL (ANTOP HILL),72.868788,19.025524
3372,PLAY HOUSE,72.822314,18.962563
3373,VIVEKANAND NAGAR (BELAPUR),73.044519,19.023739
3374,B.M.C.OFFICE-VIKHROLI,72.926143,19.117032
3375,BHANDUP VILLAGE (W),72.943295,19.151662
3376,GENERAL ARUN KUMAR VAIDYA MARG JUNCTION (GOREGAON-E),72.858458,19.173967
3377,"KHAR, 14TH ROAD",72.83278,19.072453
3378,NAVAPADA (VIDYAVIHAR-W),72.889919,19.082476
3379,GOREGAON STATION (E),72.850543,19.165597
3380,PRINCESS STREET (KALBADEVI),72.827141,18.946585
3381,PAI NAGAR (BORIVALI -W),72.855025,19.234439
3382,SANKALP SOCIETY,72.87904,19.176371
3383,LOKMANYA TILAK HOSPITAL (SION),72.860185,19.036234
3384,"SHEETAL NAGAR, MTNL (MIRA ROAD)",72.86368,19.283462
3385,KURLA BUS STATION (E),72.880349,19.064647
3386,CITYLIGHT CINEMA,72.841713,19.030206
3387,KELKAR COLLEGE,72.956746,19.162847
3388,"KONDIVITA CAVES, MAHAKALI CAVES",72.872761,19.130557
3389,PRESIDENT HOTEL,72.822563,18.915206
3390,MAHESHWARI UDYAN (KINGS CIRCLE),72.858718,19.028437
3391,NEW D.N.NAGAR,72.829893,19.118173
3392,SHANGRILA COMPANY,72.937553,19.154236
3393,FOUR BUNGALOWS,72.825721,19.130185
3394,BANDRA RAILWAY TERMINUS,72.841547,19.062603
3395,MOVIE TIME CINEMA (MALAD-W),72.835049,19.188985
3396,PRATAP SOCIETY (ANDHERI-W),72.822832,19.130002
3397,RANI LAXMIBAI CHOWK (SION),72.862643,19.040987
3398,WADALA TRUCK TERMINAL,72.874265,19.034561
3399,"VANITA SAMAJ, CHAITYABHOOMI",72.836776,19.027113
3400,HINDMATA CINEMA (PAREL),72.842297,19.009835
3401,ADHYA SHANKARACHARYA UDYAN,72.816008,19.008154
3402,YASHWANTRAO CHAVAN MARG JUNCTION(VASHI),72.997851,19.068889
3403,TAGORE NAGAR JUNCTION (KANJURMARG-E),72.932101,19.124902
3404,SARVODAYA HOSPITAL (GHATKOPAR-W),72.907163,19.088932
3405,RAM BAUG (GOREGAON-W),72.843415,19.163244
3406,AMAR TALKIES,72.910775,19.052444
3407,MAHESHWARI UDYAN (KINGS CIRCLE),72.856267,19.027668
3408,JUHU HOTEL,72.828754,19.10444
3409,LOWER PAREL STATION,72.831385,18.996764
3410,"ELECTRIC HOUSE, COLABA DEPOT",72.830361,18.920569
3411,DR.M.IQBAL CHOWK (J J HOSPITAL),72.831876,18.962624
3412,SHANTI NAGAR (KALINA),72.849597,19.073946
3413,KALINA,72.861928,19.077883
3414,DR.SUCHAK CHOWK,72.849968,19.188353
3415,TERNA VIDYALAYA (NERUL),73.014583,19.038467
3416,GANESH MANDIR (ASALPHA),72.900613,19.095498
3417,INDIAN OIL (SAHAR),72.871198,19.102948
3418,INDIAN OIL OFFICE (BKC),72.864275,19.060141
3419,VIJAY PRINTING PRESS,72.88456,19.101499
3420,KARTVYA NAGAR,72.859186,19.007966
3421,GUNDECHA PARK,72.877606,19.21248
3422,NAVY NAGAR (COLABA),72.808663,18.907479
3423,NANA CHOWK,72.812316,18.96214
3424,MATUNGA STATION (W),72.849321,19.0317
3425,ANITA NAGAR,72.875854,19.197148
3426,BORIVALI (W) STATION,72.856255,19.229543
3427,BEHRAM BAUG,72.836631,19.145749
3428,AHILYABAI HOLKAR CHOWK,72.827798,18.932591
3429,SEWREE COURT,72.852849,18.996453
3430,K.C.COMPANY (BHANDUP-W),72.933436,19.158897
3431,GORAI DEPOT,72.830403,19.232101
3432,FERRY WHARF,72.849399,18.956935
3433,SANTOSH NAGAR (DINDOSHI),72.875612,19.16898
3434,BORIVALI (E) STATION,72.857663,19.229851
3435,TWO TANKS,72.828582,18.961872
3436,SATYA SAIBABA MANDIR (MAHAKALI CAVES RD),72.869672,19.129381
3437,VIKAS NAGAR SOCIETY (ANDHERI-E),72.860348,19.128897
3438,BORIVALI (W)STATION (JAYA TALKIES),72.855705,19.227835
3439,DNYANODAY VIDYALAYA,72.950564,19.207069
3440,KINNARI HALL (KANNAMWAR NAGAR),72.934384,19.11127
3441,BABASAHEB WORLIKAR CHOWK (CENTURY BAZAAR),72.824685,19.012732
3442,SHREE KRISHNA NAGAR (BORIVALI -E),72.8645333,19.2328
3443,JIJAMATA UDYAN (BYCULLA),72.834236,18.981046
3444,MAROL BHAVAN,72.888266,19.102477
3445,LALLUBHAI COMPOUND POLICE CHOWKY,72.927259,19.053152
3446,KISAN NAGAR JUNCTION,72.953893,19.193409
3447,J.V.P.D.BUS STATION,72.831387,19.116033
3448,KHERANI BAUG,72.897836,19.103239
3449,RAJ BUCKET FACTORY,72.889736,19.288081
3450,K.C.COLLEGE,72.828182,18.927975
3451,ELIA SARVAT JUNIOR COLLEGE,72.8248167,19.1872667
3452,"PADMASHREE MOHAMMED RAFI CHOWK, BANDRA (W)",72.837715,19.054713
3453,"SWAMI NARAYAN CHOWK, DADAR STATION -E",72.844505,19.018175
3454,DHAKE COLONY,72.832367,19.127742
3455,CRICKET CLUB OF INDIA,72.822597,18.930699
3456,PATLI PADA,72.975625,19.245779
3457,VIKHROLI STATION ROAD (E),72.932237,19.108614
3458,SHANTI ASHRAM (BORIVALI-W),72.846108,19.24251
3459,MAHARANA PRATAP CHOWK (MAZGAON),72.841415,18.968458
3460,MAHAVIR NAGAR -EXTENSION (KANDIVLI-W),72.837996,19.214707
3461,MHADA COLONY (ANDHERI-W),72.826279,19.134133
3462,KUMBHARWADA (CHEMBUR),72.891698,19.054019
3463,"B.D.PATIL MARG, HPCL",72.898,19.01942
3464,JAIN MANDIR (KANDIVALI-W),72.849103,19.201949
3465,VICEROY PARK,72.872946,19.2118
3466,CHARKOP SECTOR 6,72.833839,19.216276
3467,ANNABHAU SATHE CHOWK (THANE),72.949071,19.200781
3468,KAJUPADA (GHODBUNDER ROAD),72.922467,19.278596
3469,V.J.T.I.COLLEGE,72.856698,19.022112
3470,KHODADAD CIRCLE (DADAR TT),72.847213,19.016731
3471,KRISHNA BUILDING (MALAD-W),72.839804,19.187236
3472,NAVRANG HOTEL,73.067326,19.039374
3473,DON BOSCO VIDYALAYA (NERUL),73.014424,19.01758
3474,R.B.I. COLONY (ANDHERI-E),72.862117,19.11111
3475,MULUND RAILWAY STATION (W),72.95625,19.17365
3476,RABALE NAKA,73.002374,19.142597
3477,MAHIM,72.841002,19.041065
3478,MOTILAL NAGAR NO.2,72.8358,19.163438
3479,DAHISAR PHATAK (W),72.859183,19.247567
3480,SHIVAJI CHOWK (NERUL),73.022983,19.044246
3481,HOLY ANGEL S SCHOOL,72.963848,19.173751
3482,MAHIM STATION (W),72.847017,19.03928
3483,MUNICIPAL HOSPITAL (BORIVALI -W),72.858714,19.252554
3484,LOKMANYA TILAK HOSPITAL (SION),72.861002,19.037364
3485,HOLY FAMILY HOSPITAL (BANDRA-W),72.827805,19.054851
3486,GHODBUNDER VILLAGE JUNCTION,72.893913,19.286935
3487,G.T.HOSPITAL,72.831396,18.94563
3488,ISHWARBHAI PATEL ROAD,72.853532,19.161109
3489,JUHU BUS STATION,72.826842,19.10667
3490,KHARGHAR RAILWAY STATION (SUBWAY),73.057696,19.027283
3491,BIRLA COMPANY,72.929656,19.136574
3492,"REGENCY GARDEN, SBI",73.063871,19.04467
3493,GANDHI NAGAR (THANE),72.969346,19.218569
3494,ADARSH NAGAR (JOGESHWARI-W),72.831887,19.145936
3495,EVERARD SOCIETY,72.877582,19.049387
3496,ESIC NAGAR,72.829692,19.121136
3497,MOUNT POINSUR CHURCH,72.851747,19.244239
3498,SHILP CHOWK,73.069658,19.046094
3499,HEALTH CENTRE (VIDYANAGARI),72.860249,19.072886
3500,CHARKOP VILLAGE,72.8191333,19.2086833
3501,ATMARAM NAGAR (SRUSHTI),72.87094,19.264548
3502,KURLA BUS STATION (E),72.880615,19.064846
3503,"ACHARYA GARDEN, DIAMOND GARDEN",72.901455,19.052035
3504,"ORDNANCE DEPOT, REAY ROAD (E)",72.852355,18.981356
3505,"REKHA SADAN, JAIN MANDIR (WALKESHWAR)",72.797906,18.948558
3506,BANK OF BARODA (JOGESHWARI -E),72.853452,19.136771
3507,DHARAVI DEPOT,72.858438,19.051483
3508,CHAKALA CIGARETTE FACTORY,72.859126,19.106673
3509,BABASAHEB WORLIKAR CHOWK (CENTURY BAZAAR),72.823071,19.012505
3510,"GARODIA NAGAR, R.T.O",72.908299,19.072454
3511,MAROL MAROSHI BUS STATION,72.88002,19.11672
3512,JOGESHWARI VIKHROLI LINK ROAD (KANJURMARG-E),72.937909,19.124243
3513,SIDDHIVINAYAK MANDIR (PRABHADEVI),72.832081,19.017886
3514,BRAHMAND AZAD NAGAR,72.975548,19.241
3515,"KOPAR KHAIRANE, SECTOR 15",73.004055,19.102115
3516,ACHARYA ATRE CHOWK (WORLI NAKA),72.817849,18.998597
3517,YERALA MEDICAL CENTRE,73.060614,19.031753
3518,SHETHIYA NAGAR,72.887859,19.097706
3519,VAISHALI NAGAR (MULUND-W),72.945583,19.18713
3520,SWAMI NARAYAN MANDIR (GHATKOPAR-E),72.909656,19.077342
3521,BHAKTI PARK MONO RAIL STATION,72.877336,19.028482
3522,"A.H.ANSARI CHOWK, NEW NAGPADA",72.832624,18.966401
3523,BHAYANDER STATION (E),72.853463,19.312292
3524,TECHNIMONT I.C.B.HOUSE,72.833533,19.181206
3525,POWAI VIHAR COMPLEX,72.904083,19.119475
3526,KHINDIPADA (DARGAH),72.9286667,19.1663833
3527,AGARI PADA (AAREY COLONY),72.8807667,19.15895
3528,ANAND NAGAR (GHODBUNDER ROAD),72.967617,19.264416
3529,DR.K.B.HEDGEWAR CHOWK BHANDUP SONAPUR,72.937714,19.161581
3530,MERCHANT BROTHERS,72.824812,19.20757
3531,IMAX CINEMA,72.880109,19.030299
3532,GURUNANAK VIDYALAYA (ANDHERI-E),72.863066,19.129938
3533,GARTAN PADA,72.867912,19.252261
3534,NEHRU PLANETARIUM (WORLI),72.813745,18.988981
3535,KALAMBOLI,73.102017,19.026251
3536,DONGARI PADA,72.973228,19.251028
3537,SATHAYE COLLEGE (VILE PARLE-E),72.848982,19.097633
3538,SHIVAJI NAGAR (GOVANDI) TERMINUS,72.92549,19.06056
3539,VIKHROLI COURT,72.936541,19.116103
3540,AMBAJI DHAM,72.949881,19.178051
3541,CHAKALA MARKET,72.834906,18.949463
3542,"GOTHIVALI VILLAGE, TELEPHONE EXCHANGE",73.003085,19.137755
3543,GOREGAON STATION (E),72.850905,19.164549
3544,SHANTI NAGAR (KANDIVALI-W),72.834845,19.206601
3545,DHARAMSHI HALL,72.855097,19.226489
3546,AIROLI OCTROI NAKA,72.961908,19.153867
3547,MAITRI PARK,72.904848,19.050274
3548,PAWAR NAGAR BUS STATION (THANE),72.966284,19.228868
3549,GOVANDI STATION ROAD (W),72.914841,19.056158
3550,SHOPPERS STOP (ANDHERI-W),72.842583,19.116275
3551,GHANSOLI VILLAGE,72.999451,19.122696
3552,MAROL MAROSHI BUS STATION,72.880152,19.11803
3553,ST.LAWRENCE HIGH SCHOOL (KANDIVALI-E),72.847232,19.23943
3554,ACHARYA ATRE CHOWK (WORLI NAKA),72.817621,18.999292
3555,SHREYAS CINEMA,72.911115,19.092294
3556,COMRADE GULABRAO GANACHARYA CHOWK,72.831868,18.98595
3557,"VADAVALI VILLAGE, BORLA SOCIETY",72.90123,19.04609
3558,RAMASHRAM (POWAI),72.899702,19.120151
3559,JUIPADA VILLAGE,73.016877,19.051069
3560,NELCO,72.862684,19.117208
3561,PRASANNA JEEVAN SOCIETY,72.847904,19.230577
3562,MORA VILLAGE,72.821436,19.117831
3563,NERUL BUS STATION,73.019903,19.03982
3564,SAMARTH NAGAR (JOGESHWARI-E),72.859583,19.136982
3565,CHARAT SINGH COLONY,72.864189,19.111391
3566,"DNYANSADHANA COLLEGE, KOPARI",72.965189,19.184728
3567,"AAREY POLICE STATION, CHHOTA KASHMIR",72.87128,19.162717
3568,KIDWAI NAGAR,72.854056,19.009453
3569,BANK OF INDIA (BKC),72.860408,19.061006
3570,RAJASHREE CINEMA,72.863737,19.25093
3571,SUYASH SHOPPING CENTRE,72.877595,19.176027
3572,SHAHU NAGAR (DHARAVI),72.851196,19.040069
3573,M.I.G.COLONY (KALA NAGAR),72.847651,19.056364
3574,BAINGANWADI,72.924816,19.058482
3575,LOKMANYA TILAK HOSPITAL (SION),72.857488,19.035465
3576,MALAD STATION (W),72.848353,19.185453
3577,GOREGAON-MULUND LINK ROAD (MULUND-W),72.946774,19.160335
3578,ASHOK VIHAR,72.887185,19.117717
3579,AMULAKH HIGH SCHOOL,72.860354,19.024589
3580,SARVODAYA HOSPITAL (GHATKOPAR-W),72.908435,19.09232
3581,VAKOLA POLICE STATION,72.849469,19.080251
3582,"SPECIAL STEEL, RAJENDRA NAGAR",72.863174,19.221227
3583,MULUND RAILWAY STATION (W),72.954435,19.174013
3584,BHAJI MARKET,72.849755,19.307168
3585,BHANDUP STATION (E),72.939151,19.142483
3586,POSTAL COLONY (CHEMBUR),72.894003,19.061635
3587,JIJAMATA NAGAR (WORLI),72.820219,18.993115
3588,TURBHE NAKA (JANATA MARKET),73.019486,19.068946
3589,MAHARASHTRA WEIGHT BRIDGE (SION),72.867984,19.05381
3590,AGRA ROAD NAKA (MULUND-W),72.94333,19.177816
3591,MARATHON CHOWK (TEEN HATH NAKA),72.962831,19.187736
3592,CUMBALA HILL POST OFFICE,72.809309,18.969627
3593,QUINSCENT HEIGHTS,72.832508,19.178549
3594,MARATHON CHOWK (TEEN HATH NAKA),72.962612,19.187971
3595,WAGLE ESTATE POST OFFICE,72.958153,19.185947
3596,VAISHALI NAGAR (DAHISAR-E),72.873474,19.251001
3597,MUKESH CHOWK (KEMPS CORNER),72.804063,18.964418
3598,RAJ PARK,73.007182,19.205021
3599,MOVIE STAR TALKIES (GOREGAON-W),72.8465,19.1517833
3600,SARAF CHOUDHARI NAGAR,72.86322,19.208949
3601,MILLENNIUM BUSINESS PARK (MAHAPE),73.016385,19.113919
3602,"DR.AMBEDKAR UDYAN, POWAI",72.893427,19.125552
3603,KAMALA NEHRU PARK (MALABAR HILL),72.804518,18.955023
3604,SU PUMPS (MULUND-WEST),72.9433833,19.1846
3605,SHRIMATI MOTIBEN DALVI HOSPITAL,72.810411,18.95838
3606,GOLDEN CHEMICALS (DAHISAR-E),72.873794,19.263041
3607,SANTACRUZ STATION (E),72.842465,19.081223
3608,PARSIK BANK (NERUL),73.021082,19.040624
3609,WADALA TRUCK TERMINAL,72.874369,19.03457
3610,AAREY UNIT NO.10 (CENTRAL DAIRY),72.868905,19.157856
3611,MAHIM,72.841202,19.040415
3612,M.T.PARK,72.811795,18.907419
3613,CHUNABHATTI,72.867453,19.052084
3614,PRATHAMESH COMPLEX,72.837416,19.137547
3615,GANDHI NAGAR (THANE),72.969393,19.218668
3616,KHARGHAT ROAD,72.8512,19.0192
3617,VIKHROLI BUS STATION (E),72.929481,19.110185
3618,LOKMANYA NAGAR (THANE),72.951496,19.209002
3619,RAM GANESH GADKARI CHOWK,72.839969,19.024342
3620,SAHYADRI GUEST HOUSE (MALABAR HILL),72.802962,18.953269
3621,BANGUR HALL,72.832879,19.165703
3622,FIRE BRIGADE JUNCTION (ANTOP HILL),72.868513,19.025867
3623,MAITRI PARK,72.904867,19.049895
3624,HANUMAN MANDIR (BHANDUP-W),72.933247,19.151706
3625,GURU NANAK NAGAR (GHATKOPAR-W),72.892835,19.085187
3626,AIROLI SECTOR 5,72.998886,19.147955
3627,FREE PRESS JOURNAL MARG,72.823752,18.923102
3628,RANI LAXMIBAI CHOWK (SION),72.864142,19.044746
3629,BHAKTI PARK GATE (ANIK),72.878796,19.033334
3630,VIKHROLI POLICE STATION,72.936959,19.120368
3631,SARASWATI VIDYAMANDIR (MAHIM),72.847818,19.034276
3632,VASANTRAO NAIK CHOWK (TARDEO),72.815149,18.969432
3633,KURLA DEPOT,72.876761,19.075496
3634,GAVDEVI MANDIR (THANE),72.972491,19.184538
3635,MAROL PIPELINE,72.872153,19.110989
3636,MAJIWADA,72.978133,19.215614
3637,"MALVANI DEPOT, GAIKWAD NAGAR",72.819117,19.183517
3638,JOGESHWARI (W) BUS STATION,72.84757,19.133606
3639,BKC TELEPHONE EXCHANGE,72.87264,19.071167
3640,SASOON DOCK,72.824841,18.914882
3641,BEST COLONY (BHOIWADA),72.848408,19.005385
3642,LOKMANYA TILAK HOSPITAL (SION),72.861116,19.037021
3643,CENTRAL RAILWAY GOODS,72.84331,18.960527
3644,BANDRA (E) PHATAK,72.841333,19.057209
3645,KRISHNA NAGAR (SAKI NAKA),72.887859,19.099107
3646,SANTACRUZ POLICE STATION,72.834463,19.08288
3647,EKTA BHOOMI COMPLEX,72.838587,19.212675
3648,VIVEK VIDYALAYA,72.843703,19.158619
3649,NEW INDIA BANK,72.860409,19.281761
3650,BKC TELEPHONE EXCHANGE,72.871975,19.07151
3651,JANTA NAGAR (KANDIVALI-E),72.86083,19.213095
3652,"TRACTOR GATE NO.3, VASA HOSPITAL",72.871573,19.200733
3653,HUTATMA CHOWK,72.830237,18.933957
3654,DAHISAR MARKET,72.858018,19.25595
3655,"AAREY UNIT NO.6, MARKET",72.874524,19.157841
3656,SAIBABA MANDIR (KANDIVALI-W),72.828702,19.21807
3657,SAIKRUPA NAGAR,72.80646,19.196354
3658,GOREGAON STATION (E),72.850487,19.165407
3659,"VASHI NAKA (CHEMBUR), M.M.R.D.A COLONY",72.902717,19.031076
3660,SARVODAYA HOSPITAL (GHATKOPAR-W),72.906736,19.08848
3661,VAKOLA POLICE STATION,72.845468,19.080448
3662,"MOUNT CARMEL CHURCH, LILAVATI HOSPITAL",72.828882,19.051419
3663,MAHESHWARI UDYAN (KINGS CIRCLE),72.854217,19.02548
3664,KHADI BHANDAR,72.834165,18.937258
3665,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),72.834789,18.941134
3666,MARVA INDUSTRIAL ESTATE,72.886599,19.111727
3667,G.T.HOSPITAL,72.83113,18.945386
3668,VESAVA-YARI ROAD BUS STATION,72.80847,19.13954
3669,"NOVELTY CINEMA, DR.BHADKAMKAR ROAD",72.818697,18.961919
3670,ANDHERI STATION (W),72.846221,19.119132
3671,ZULELAL CHOWK,72.824617,19.142995
3672,HICKSON & DADAJEE,72.854203,19.16737
3673,GAIWADI,72.821278,18.95323
3674,SONAWALA BUILDING,72.816813,18.967293
3675,"ELECTRIC HOUSE, COLABA DEPOT",72.830636,18.920795
3676,MANTRALAYA,72.825847,18.927314
3677,AMRAPALI SOCIETY,72.815164,19.181409
3678,ANAND NAGAR MARKET,72.864629,19.255818
3679,VARTAK NAGAR,72.961804,19.210185
3680,CROMPTON GREAVES,72.93497,19.134379
3681,JALVAYU VIHAR (POWAI),72.905453,19.117651
3682,KAMLADEVI JAIN HIGH SCHOOL,72.828779,19.133404
3683,WADALA CHURCH,72.856662,19.01932
3684,"A.H.ANSARI CHOWK, NEW NAGPADA",72.833182,18.968768
3685,INTERFACE BUILDING-16,72.829652,19.184166
3686,NANA CHOWK,72.813409,18.961336
3687,PRARTHANA SAMAJ,72.819983,18.957132
3688,JAIHIND CINEMA,72.835325,18.985375
3689,SANT GADGE MAHARAJ CHOWK,72.826877,18.980707
3690,EVERARD NAGAR,72.876916,19.051691
3691,NEHRU PLANETARIUM (WORLI),72.813793,18.988439
3692,"MALVANI VILLAGE, MALVANI CHURCH",72.808333,19.196355
3693,SUNDERVAN (ANDHERI-W),72.825563,19.136915
3694,KAMANI,72.884131,19.084136
3695,MADKEBUWA CHOWK (PAREL),72.838475,19.002469
3696,PRABODHANKAR THACKERAY UDYAN BUS STATION (SEWREE),72.852363,18.998196
3697,RANI LAXMIBAI CHOWK (SION),72.862909,19.041367
3698,"JITENDRA MARG, MALAD PHATAK",72.850028,19.183511
3699,S.K.RESORT (BORIVALI  -W),72.842495,19.239247
3700,"BHOIWADA, MANE MASTER CHOWK",72.844637,19.005373
3701,INORBIT MALL,72.835329,19.170231
3702,KASTURI ESTATE,72.857219,19.301183
3703,AAREY UNIT NO.13 (CENTRAL DAIRY),72.865665,19.156117
3704,SAMATA NAGAR BUS STATION (KANDIVALI-E),72.869573,19.206911
3705,HOLY ANGEL S SCHOOL,72.963895,19.173851
3706,DR.COOPER HOSPITAL,72.836963,19.108096
3707,VIVEKANAND NAGAR (BELAPUR),73.044405,19.023667
3708,NARAYAN NAGAR (GHATKOPAR-E),72.894991,19.085829
3709,NIRMAL BUILDING,72.821517,18.928684
3710,"J.V.P.D, SAURASHTRA SOCIETY",72.83002,19.114812
3711,MAROL MAROSHI BUS STATION,72.880228,19.117922
3712,GHATKOPAR STATION (E),72.908542,19.085066
3713,GARLIC COMPANY,72.828654,18.978712
3714,JARIMARI (SAKINAKA),72.883148,19.093585
3715,A.P.M.C SECTOR 26,73.011985,19.086565
3716,CHAKALA,72.858427,19.11492
3717,MINERVA TALKIES,72.818553,18.964584
3718,TAKSHILA,72.868189,19.129489
3719,RETREAT HOTEL (MADH),72.789369,19.153734
3720,SURUCHI,72.864514,19.207649
3721,C.K.P.COLONY,72.846743,19.232302
3722,KHARI GAON,72.857854,19.30542
3723,TEMBIPADA,72.929843,19.156151
3724,JUHU VILLAGE (NAVI MUMBAI),73.003196,19.086811
3725,KHODADAD CIRCLE (DADAR TT),72.846472,19.01636
3726,KURLA STATION (W),72.879255,19.06714
3727,SAMBHAJI NAGAR (VILE PARLE-E),72.853932,19.099876
3728,KHERWADI (BANDRA-E),72.846441,19.062217
3729,BYCULLA STATION (W),72.832169,18.97698
3730,GARWARE CHOWK,72.852899,19.109958
3731,SAIBABA MANDIR (SAMATA NAGAR),72.871628,19.205801
3732,ST.XAVIER S HIGH SCHOOL (KASHIMIRA),72.8883167,19.2695167
3733,NARMADESHWAR MANDIR,72.938604,19.041247
3734,"KAMAL BAUG, 14TH BUNGALOWS -(MADH)",72.788036,19.15572
3735,NEW SHAKTI MILL,72.975611,19.200681
3736,BABASAHEB WORLIKAR CHOWK (CENTURY BAZAAR),72.822444,19.012486
3737,R.C.F.(CHEMBUR) HOSTEL,72.893423,19.039249
3738,ICICI BANK (BKC),72.861327,19.064647
3739,TATA PRESS (NERUL),73.028738,19.03913
3740,BHARATI VIDYAPITH,73.056802,19.026416
