name,latitude,longitude,tag
LogiNext Solutions,19.100581,72.9191634,office:company
Ayappa Mandir,19.2397819,72.8508066,amenity:place_of_worship
Sinhal Junior College of Science,19.2379241,72.8560233,office:educational_institution
L.I.C. Premium Payment Office,19.243709,72.8515978,office:insurance
Life Insurance Corporation,19.2435826,72.8515229,office:insurance
Fauziya hospital,19.0627787,72.8731767,amenity:hospital
bhabha hospital,19.0708724,72.8781127,amenity:hospital
Alphine life solutions general hospital,19.072649,72.8710522,amenity:hospital
Dalvi nursing home,19.0527267,72.8732182,amenity:hospital
Prathamesh hospital,19.0528,72.8749595,amenity:hospital
Brihanmumbai mucipality Hospital,19.0532885,72.8751862,amenity:hospital
Santrupti hospital,19.0532245,72.876812,amenity:hospital
Dr.Sanjay sonar laparoscopy and scopy centre,19.0590301,72.8973108,amenity:hospital
Amita Patil Nursing Home,19.0622534,72.8997239,amenity:hospital
Chandra maternity Hospital,19.0422679,72.8941536,amenity:hospital
Nayak medicare -chembur,19.0456806,72.9024989,amenity:hospital
Inlaska Hospital,19.0466542,72.8964139,amenity:hospital
Mazgaon Dock Bus Stop,18.9658234,72.8456793,highway:bus_stop
Solitaire Corporate Park,19.1117051,72.8607208,office:company
our lady of uttan sea cruch,19.2829174,72.7864053,amenity:place_of_worship
UTTAN SUNNAT JAMAT MASJID,19.283875,72.786495,amenity:place_of_worship
The Walm,19.2555018,72.9841195,tourism:attraction
kabarsatan and dargha (Fusion),19.2821522,72.784975,amenity:place_of_worship
Mumbai Staytion Hostel,19.1102735,72.8818577,tourism:hostel
Steam Train Engine,19.1862723,72.9744906,historic:monument
Landmark Residency,19.1910591,72.841774,tourism:hotel
Holy Family Hospital,19.054837,72.8278942,highway:bus_stop
Marimman Temple,19.1892745,72.8372464,amenity:place_of_worship
Malvani Village,19.1964305,72.8087598,highway:bus_stop
P&T Colony,19.1712614,72.9436028,highway:bus_stop
Nahur Depot,19.1706644,72.9440018,highway:bus_stop
Kavi Kokil Vidyapati Thakur Chowk,19.1656282,72.9437399,highway:bus_stop
Mulund Station (W),19.1728363,72.9565516,highway:bus_stop
Dnyan Sarita College,19.1786494,72.9505199,highway:bus_stop
Dhanvantri Hospital,19.1761248,72.9533471,highway:bus_stop
Dhanvantari Hospital,19.1758624,72.9536317,highway:bus_stop
Santoshi Mata Mandir,19.1834765,72.9493129,highway:bus_stop
Kamagar Hospital / ESIS Mulund,19.1791034,72.9452284,highway:bus_stop
Siddhivinayak Tower,19.2101411,72.9742555,highway:bus_stop
Bramhala Talav / Manorpada,19.2025732,72.9760104,highway:bus_stop
Kolbad,19.2040642,72.9771629,highway:bus_stop
Castle Mill Naka,19.2052025,72.9774525,highway:bus_stop
Parkwood Society,19.2621677,72.9655518,highway:bus_stop
Sambhaji Hotel,19.2604117,72.971465,highway:bus_stop
Anand Nagar Depot,19.2649823,72.9698419,highway:bus_stop
Damyanti Smruti,19.26483,72.979655,highway:bus_stop
Swastik Regalia,19.26254,72.9770372,highway:bus_stop
Hiranandani Garden,19.2573766,72.9781095,highway:bus_stop
Stanford Society,19.2563649,72.97946,highway:bus_stop
Shastri Nagar Naka,19.2127233,72.9602577,highway:bus_stop
Ram Mandir,19.2351511,72.9451686,highway:bus_stop
Exotica,19.231545,72.948033,highway:bus_stop
Bhendi Pada,19.2381292,72.9439169,highway:bus_stop
Saket Complex,19.2062078,72.9920346,highway:bus_stop
Kores Nakshtra,19.2093268,72.9612937,highway:bus_stop
Runwal Plaza,19.208024,72.9582472,highway:bus_stop
Aai Mata Mandir / Chowk,19.2071764,72.9569683,highway:bus_stop
Dadlani Park,19.222428,72.9959423,highway:bus_stop
Ashok Nagar,19.2223779,72.9942475,highway:bus_stop
Balkum Pada No 1,19.2218744,72.9912143,highway:bus_stop
Balkum Pada No 2,19.2200382,72.9898356,highway:bus_stop
Balkum Pada No 3,19.215719,72.9912702,highway:bus_stop
Ravi Fisheries / Road Number 27,19.1950872,72.9452606,highway:bus_stop
Wagle Circle / Road No 22,19.1945232,72.9497363,highway:bus_stop
Durdwani Kendra,19.1943374,72.95167,highway:bus_stop
ITI Circle,19.1953687,72.9431335,highway:bus_stop
Dnyansadhna College,19.1844867,72.9647382,highway:bus_stop
Vikhroli Police Station,19.1208657,72.9370905,highway:bus_stop
Kannamwar Nagar,19.116474,72.9352717,highway:bus_stop
Kanjur Marg Village,19.1302895,72.941616,highway:bus_stop
Mithagar,19.1655148,72.9640157,highway:bus_stop
Vikhroli Station Road,19.1085523,72.9318683,highway:bus_stop
Godrej Soaps,19.0932736,72.9257544,highway:bus_stop
Reserve Bank Of India (RBI) BKC,19.0579304,72.8530618,highway:bus_stop
Mohammad Estate,19.0738154,72.8709304,highway:bus_stop
Family Court BKC,19.0560668,72.8510093,highway:bus_stop
R.T.O. / Kamraj Nagar,19.0732283,72.9104689,highway:bus_stop
Everest World Park,19.2316556,72.9830836,highway:bus_stop
Bayer Main Gate,19.2311434,72.9860598,highway:bus_stop
Manorama Nagar,19.23195,72.98026,highway:bus_stop
Aban Park,19.22922,72.9801,highway:bus_stop
Yashaswi Nagar Pipeline,19.2195219,72.9838257,highway:bus_stop
Vardhman Garden,19.2191572,72.9844875,highway:bus_stop
Chhabhaiya Park,19.2181053,72.981358,highway:bus_stop
Colour Chem,19.2200747,72.9865085,highway:bus_stop
KMS / N G Regency,19.2266636,72.998082,highway:bus_stop
Balkum Naka,19.2215076,72.9895452,highway:bus_stop
Lodha,19.2143289,72.9841489,highway:bus_stop
Hardas Nagar,19.2129261,72.9770749,highway:bus_stop
Lodha / Saket,19.2108063,72.9857093,highway:bus_stop
Lodha Complex,19.2132228,72.98424,highway:bus_stop
Kasarvadavali,19.2753837,72.9688917,highway:bus_stop
Little Angel School,19.2726587,72.9677528,highway:bus_stop
Kasarvadavali / Sainik Shala,19.2711321,72.9666856,highway:bus_stop
Kalwa Railway Station,19.1961279,72.9984688,highway:bus_stop
Green Park / Pleasant Park,19.2784498,72.8788423,highway:bus_stop
Silver Park,19.2820123,72.8739458,highway:bus_stop
Mira Road Station,19.2813686,72.8580994,highway:bus_stop
Borivali Station (East),19.2293737,72.8576719,highway:bus_stop
Omkareshwar Mandir,19.2305531,72.8628498,highway:bus_stop
Borivali National Park,19.2305823,72.8636162,highway:bus_stop
Nency Colony,19.2376733,72.8637049,highway:bus_stop
Ganesh Nagar,19.2472249,72.8650856,highway:bus_stop
Ganesh Nagar / Gokul Anand Hotel Borivali East,19.244507,72.864763,highway:bus_stop
Raval Pada / Ghartan Pada,19.251793,72.867952,highway:bus_stop
Ghodbunder Village,19.2868213,72.8932556,highway:bus_stop
Golden Chemicals / Thakur Mall,19.262133,72.8737912,highway:bus_stop
Dahisar Check Naka,19.2578063,72.8718591,highway:bus_stop
Samrat Hotel / Mahavishnu Mandir,19.2651561,72.8757789,highway:bus_stop
Western Hotel / Lakshmi Baug,19.276147,72.889097,highway:bus_stop
Kashi Village,19.2741368,72.8860023,highway:bus_stop
Amar Palace,19.269292,72.879061,highway:bus_stop
"Shashkiy Vishram Gruh Versova, Ghodbunder",19.2824447,72.9067191,highway:bus_stop
Chena Bridge,19.2757883,72.9164519,highway:bus_stop
Piyushpani Parshvanath Jain Temple,19.285312,72.899272,highway:bus_stop
Varsova / Fountain Hotel,19.2848795,72.9044414,highway:bus_stop
Imperial Sqaure,19.2841777,72.947311,highway:bus_stop
Poshmata Mandir,19.2810409,72.9549853,highway:bus_stop
Ovala Gaon,19.2741942,72.9603191,highway:bus_stop
Gaimukh Mandir / Jagannath Mahadev Temple,19.2850887,72.9411626,highway:bus_stop
Kajupada,19.2787684,72.9225766,highway:bus_stop
Trimurti School,19.2773431,72.9575013,highway:bus_stop
Bhaindar Pada,19.28355,72.9518902,highway:bus_stop
Shri Ram Hospital,19.2757253,72.9588233,highway:bus_stop
Gaimukh,19.2851078,72.9362912,highway:bus_stop
Vedant Hospital / Garib Nagar,19.2721166,72.9630593,highway:bus_stop
Atriya Society,19.2455202,72.9822133,highway:bus_stop
Rutu Tower,19.247889,72.9788877,highway:bus_stop
Shree Maa Bal Niketan,19.249882,72.9793302,highway:bus_stop
Forest Avenue / Arcadia,19.2544518,72.9817034,highway:bus_stop
Hiranandani,19.2582839,72.9843482,highway:bus_stop
Bhoomi Acres,19.2587367,72.9758908,highway:bus_stop
Vasant Leela,19.2591488,72.9760306,highway:bus_stop
Lala Tulsiram Aggarwal,19.1760975,72.9474202,tourism:artwork
shiv shakti dakshin mukhi hanuman shanh mandir,19.2940168,72.8623827,amenity:place_of_worship
Shivar Garden,19.2883181,72.8658287,highway:bus_stop
Tulshetpada,19.1608115,72.9312614,highway:bus_stop
Hanuman Nagar,19.1396481,72.9217462,highway:bus_stop
Mulund Railway Station (W) Towards Mulund Colony,19.1734316,72.9563565,highway:bus_stop
Highway Darshan Society,19.187638,72.964021,highway:bus_stop
Mira Gaothan,19.2675807,72.8775482,highway:bus_stop
Ghartan Pada,19.2519433,72.8675191,highway:bus_stop
Gokul Anand Hotel Borivali East,19.2441275,72.8642551,highway:bus_stop
Mira Gaon,19.2695265,72.8786327,highway:bus_stop
Borivali Sukurwadi ST Bus Stop,19.2316687,72.8600965,highway:bus_stop
Dahisar Toll Naka,19.2586676,72.8717045,highway:bus_stop
Golden Chemicals,19.2620744,72.8731274,highway:bus_stop
Kashimira,19.2728129,72.8832524,highway:bus_stop
Hatkesh,19.279977,72.8772378,highway:bus_stop
Umrao,19.2835357,72.8638375,highway:bus_stop
Jangid Circle,19.280336,72.870776,highway:bus_stop
R. T. O/ Central Jail,19.1990545,72.9813194,highway:bus_stop
Thane Station (East) Kopri,19.1850771,72.9766295,highway:bus_stop
Gaondevi Mandir Kopri,19.184523,72.9724094,highway:bus_stop
Swami Vivekanand Chowk,19.1816116,72.9677715,highway:bus_stop
Twelve Bunglows,19.1823295,72.9694662,highway:bus_stop
Siddharth Nagar Shashkiya Niwas,19.1824244,72.9707458,highway:bus_stop
Gyan Sarita Sada,19.1787307,72.9506325,highway:bus_stop
Santoshi Mata Temple,19.1834741,72.9502413,highway:bus_stop
Ambaji Dham,19.1782995,72.9496648,highway:bus_stop
Shiv Sena Shakha Mulund,19.1739001,72.954633,highway:bus_stop
Pach Rasta Devidayal Road,19.1756063,72.9527031,highway:bus_stop
Kamagar Hospital Mulund,19.1790772,72.9454822,highway:bus_stop
Aai Mata Mandir Chowk,19.2069548,72.9569503,highway:bus_stop
Lodha Gate,19.2116179,72.9843718,highway:bus_stop
St. Xaviers School,19.2403693,72.9774659,highway:bus_stop
Brahmand Phase 4,19.2414312,72.9819707,highway:bus_stop
Leonard,19.2506846,72.9800125,highway:bus_stop
Forest Avenue,19.2540682,72.9818295,highway:bus_stop
Stanford Row,19.2565462,72.9796214,highway:bus_stop
Imperial Square,19.2844607,72.9476416,highway:bus_stop
Om Manusmruti,19.2510509,72.9727554,tourism:apartment
Kshetrapal Mandir,19.1748074,72.9427245,amenity:place_of_worship
गांधी नगर,19.1252025,72.92406,highway:bus_stop
Shivram Society,19.1756224,72.9441655,highway:bus_stop
Colaba Bus Depot,18.9209635,72.8305483,public_transport:station
Worli Depot,19.0135149,72.820006,public_transport:station
Malad Depot,19.1836961,72.8357077,public_transport:station
Poisar Bus Depot,19.2137227,72.8507146,public_transport:station
Johnson & Johnson,19.1747944,72.9417903,highway:bus_stop
RP Road,19.1742247,72.9570889,highway:bus_stop
Maharishi Arvind Chowk,19.1756305,72.9526834,highway:bus_stop
Chamunda Dham,19.1768405,72.9548802,amenity:place_of_worship
Shirdi Baba Mandir,19.1764846,72.9546457,amenity:place_of_worship
Vidyaben Gardi School,19.1714443,72.9477022,highway:bus_stop
Domestic Airport Terminal 1,19.0934529,72.8557692,public_transport:station
Bhandup Village,19.1443574,72.9506356,highway:bus_stop
Kori Classes,19.0534166,72.8708913,office:educational_institution
Konark Regency,19.1627426,72.9419983,highway:bus_stop
Radhe Krishna Temple,19.0436533,72.8931344,amenity:place_of_worship
Vile Parle Station (E),19.1007285,72.8445616,public_transport:station
Godrej Boyce,19.1013884,72.929061,highway:bus_stop
Vikhroli Village,19.1041157,72.9305415,highway:bus_stop
rajaram garden,19.1358725,72.8560273,leisure:park
Thakur ramnarayan college of Arts and Commerce,19.2548853,72.8663239,office:educational_institution
thakur ramnarayan college of Arts and Commerce,19.2537072,72.8676602,office:educational_institution
THAKUR COLLEGE ARTS,19.2599822,72.8598732,office:educational_institution
thakur,19.2537186,72.8676809,office:educational_institution
trcac,19.2547784,72.8668868,office:educational_institution
INS Vikrant Memorial,18.9255443,72.8326661,historic:memorial
Veer Hutatma Bhai Kotwal Udyan,19.020936,72.8420918,highway:bus_stop
Babasaheb Worlikar Chowk,19.012687,72.8247703,highway:bus_stop
Rakhangi Chowk,18.9903077,72.8232853,highway:bus_stop
Prabhadevi,19.013183,72.8285565,highway:bus_stop
Highway Apartments,19.0481053,72.8683474,highway:bus_stop
Vikhroli Station (W),19.110694,72.9276887,public_transport:station
Sri Baleshwar Mahadev Mandir,19.1760372,72.9519553,amenity:place_of_worship
I Love Mulund,19.1761434,72.9604901,tourism:artwork
Wadarpada,19.1675996,72.9511729,highway:bus_stop
Kalidas Natyagruh,19.17294,72.9493525,highway:bus_stop
Ravi Kiran Nagrik Bank,19.1685233,72.9520886,highway:bus_stop
Mehul Cinema,19.1659927,72.9493859,highway:bus_stop
Parshawnath Nagar,19.1640613,72.9473958,highway:bus_stop
Dr Hegdewar Chowk/Bhandup Sonapur,19.1636635,72.9386608,highway:bus_stop
Merind Company,19.1613878,72.9445075,highway:bus_stop
western park,19.2602005,72.8598513,leisure:park
Gaondevi Bus Stop,19.1844328,72.9718186,highway:bus_stop
Kalimata Mandir,19.1305615,72.896826,amenity:place_of_worship
Maharana Pratap Chowk,19.184213,72.9544284,highway:bus_stop
Poddar Hospital Siddharth Nagar,19.0007873,72.8162918,highway:bus_stop
Juhu Tara,19.0902467,72.8276638,highway:bus_stop
Rameadi,19.140439,72.8587259,highway:bus_stop
St. Mary's High School,19.1665574,72.9450221,highway:bus_stop
Chembur Fine Arts,19.0601854,72.8967533,highway:bus_stop
Chembir Fine Arts,19.0601135,72.8966899,highway:bus_stop
Public Distribution System Circle Office,19.0615145,72.8971034,office:government
Siddhivinayak Mandir,19.0178478,72.8319815,highway:bus_stop
BMC S Ward Municipal Chowky,19.1625905,72.9379174,office:government
BMC S Ward,19.1360309,72.9295794,office:government
Saki Naka,19.1051624,72.887545,highway:bus_stop
Archdiocesan Heritage Museum,19.1681335,72.8572673,tourism:museum
Malwani Akaswani,19.1963277,72.8097611,highway:bus_stop
Commonwealth Church,19.0466349,72.821762,amenity:place_of_worship
Gundavali,19.1145125,72.8551556,railway:station
Mogra,19.1284364,72.8554558,railway:station
Jogeshwari (East),19.1429455,72.855185,railway:station
Goregaon (East),19.1524492,72.8565966,railway:station
Andheri (West),19.1291337,72.8314307,railway:station
Lower Oshiwara,19.1407214,72.8316872,railway:stop
Lower Oshiwara,19.1406979,72.8317139,railway:station
Oshiwara,19.1460351,72.833952,railway:station
Goregaon (West),19.1530241,72.8356664,railway:station
Bangur Nagar,19.162872,72.8348362,railway:stop
Lower Malad,19.1730984,72.8364801,railway:station
Malad (West),19.1852851,72.8358611,railway:station
Valnai-Meeth Chowky,19.1968293,72.8337752,railway:station
Joy Realities,19.2386205,72.9766357,office:estate_agent
hari masjid,19.0551094,72.9140532,amenity:place_of_worship
Bhabha Hospital,19.0574736,72.8338627,highway:bus_stop
Cache The Arts And Crafts Gallery,19.059634,72.8343142,tourism:gallery
bhavin sir's private tution,19.2133186,72.8419585,office:educational_institution
hiranandani nana nani park,19.2766339,72.9834546,leisure:park
Bandra Police Station,19.0562206,72.8349676,highway:bus_stop
Life Insurance Corporation (Branch 926),19.0575178,72.836821,office:insurance
Elco Market,19.0556392,72.8330042,highway:bus_stop
Bank of India,19.055227,72.8311915,highway:bus_stop
Alamatha Church,19.1775628,72.9420717,amenity:place_of_worship
Sahkari Bhandar Mall,19.0188151,72.8328546,shop:mall
Ahilyabai Hillary Chowk,18.9333291,72.8265757,highway:bus_stop
Sir Hormusjee Cowasjee Dinshaw of Aden,18.9328889,72.8296392,tourism:artwork
Gopal Krishna Gokhale C.I.E.,18.9329304,72.8293133,tourism:artwork
26/11 Peace Memorial,18.9331431,72.8276372,tourism:artwork
Blue Bells Residency-Mumbai Airport,19.1052359,72.8613339,tourism:hotel
Alankar Classes Nilesh Sir,19.1194123,72.8412822,office:educational_institution
Saket Phata,19.2090394,72.9945481,highway:bus_stop
Lodha Casa Viva,19.2133098,72.988151,highway:bus_stop
Highland Haven,19.2174636,72.9929817,highway:bus_stop
Kisan Nagar,19.1896061,72.9498035,highway:bus_stop
Balsara,19.1915414,72.9517615,highway:bus_stop
Majiwada,19.2108935,72.9826444,highway:bus_stop
Alembic Pharmaceuticals Corporate Office,19.1054614,72.8691808,office:pharmaceutical_corporate_office
Procter & Gamble Healtcare Limited,19.113632,72.8589045,office:pharmaceutical_corporate_office
Hotel Sunshine Lodging,19.1261081,72.8933908,tourism:hotel
Dr. Babasaheb Ambedkar,19.1263822,72.8942706,tourism:artwork
Sri Saibaba Bhakta Mandap,19.1671597,72.9442972,amenity:place_of_worship
SK International,19.0147092,72.8421677,office:company
Methodist Tamil Church,19.1689602,72.9317291,amenity:place_of_worship
Gandhi Tekdi,19.2258467,72.8717566,tourism:viewpoint
The Art House,19.0652259,72.8668857,tourism:gallery
WeWork,19.0581174,72.8651154,amenity:coworking_space
Wadala RTO Office,19.034056,72.8753608,office:government
Wadala Truck Terminal,19.0345339,72.8741878,highway:bus_stop
Hindustan Times,19.1743455,72.9996604,office:newspaper
Rameshwar Mahadev Mandir,19.1749978,72.9386013,amenity:place_of_worship
Sri Guru Ramdas Darbar,19.1769267,72.9395917,amenity:place_of_worship
Pedhya Maruti,19.1945061,72.9775251,amenity:place_of_worship
Adhinath Jain Temple,19.1718306,72.9513001,amenity:place_of_worship
Ganpati Shiva Mandir,19.1786663,72.9379876,amenity:place_of_worship
Jai Maa Icchapurti Mata Mandir,19.17864,72.9378567,amenity:place_of_worship
Prajapita Brahma Kumaris Ishwariya Vishwa Vidyalaya,19.1771157,72.9378452,amenity:place_of_worship
Sri Datta Mandir Saptasringi Mata,19.1725745,72.9370613,amenity:place_of_worship
Jogeshwari (Harbour Line),19.1411522,72.8494398,railway:stop
Harmony Mall,19.1575954,72.8346788,shop:mall
Somaiya Gate No. 2,19.0752244,72.9000344,historic:city_gate
Somaiya Gate No. 3,19.0736426,72.8970954,historic:city_gate
"वॉर्ड ऑफिस, दिघा",19.1800474,72.9980923,office:government
Capgemini Knowledge Park,19.1787757,72.9903341,office:company
KABIR SHERR SOLUTIONS,19.054269,72.8265796,office:association
Badshah Logistics India Pvt Ltd,19.0455087,72.9009539,office:company
Nature Education Centre,19.0524841,72.8626505,tourism:museum
Shiv Sena,19.1745285,72.9368407,office:political_party
Mulund Vasahat,19.1744263,72.9370559,highway:bus_stop
SBI Pension Funds,19.0611654,72.8683412,office:foundation
Bramhand Phase 5,19.24472,72.9836332,leisure:park
Al Fatah,18.9506798,72.8347614,tourism:hotel
Mazaar-e-Qutbi,19.217965,72.9530365,amenity:place_of_worship
Framestore,19.1523721,72.8542998,office:it
PICKMYURL Digital Marketing Agency,19.1868711,72.9748663,office:advertising_agency
Cardinal Gracias School,19.0682353,72.8467465,public_transport:stop_position
Gautam Buddha,19.0675164,72.8477012,tourism:artwork
Kamani,19.0850593,72.8873264,public_transport:stop_position
Shree Ayyappa Temple,19.1913043,72.9423406,amenity:place_of_worship
sbi,19.107091,72.8639396,leisure:park
nana nani park,19.1067556,72.8639564,leisure:park
Nursing Home,19.1108158,72.8690282,amenity:hospital
Hotel Indigo,19.1073069,72.8595802,tourism:hotel
bialbazzar,19.0924542,72.8831198,leisure:park
Shri Kapreshwar Maharaj Temple,18.9812958,72.8400465,amenity:place_of_worship
Mulund Vidya Mandir,19.1700798,72.9535851,highway:bus_stop
Shri Mariamman Thirukovil,19.1668737,72.9510149,amenity:place_of_worship
Shri Siddhivinayak Thirukovil,19.1669183,72.9510402,amenity:place_of_worship
Rani Lakshmi Chowk,19.0449369,72.8639539,highway:bus_stop
Guru nanak Gurudwara,19.0519494,72.8762527,amenity:place_of_worship
Kesari Tours Pvt Ltd,19.0349481,72.8425371,office:guide
Durga Mata Temple,19.0610963,72.8305312,amenity:place_of_worship
LIC Colony,19.0661647,72.8298069,highway:bus_stop
Sheetal Grill,19.2067361,72.9774396,tourism:hotel
HSBC Mutual Fund,19.1946051,72.9724938,office:financial
Kfintech RTA,19.1920884,72.9711245,office:financial
Kotak Mutual Fund,19.1928661,72.9715175,office:financial
Sundaram Mutual Fund,19.1927749,72.9715054,office:financial
Aditya Birls Sunlife Mutual Fund,19.1923392,72.9705948,office:financial
Tata Mutual Fund,19.1923303,72.9706458,office:financial
Baroda BNP Mutual Fund,19.1923341,72.9707195,office:financial
Bandhan Mutual Fund,19.1925647,72.9707987,office:financial
Mahindra Manulife Mutual Fund,19.1924583,72.9708067,office:financial
SBI Mutual Fund,19.1915983,72.9709891,office:financial
ICICI Mutual Fund,19.1916743,72.9710427,office:financial
UTI Mutual Fund,19.1915995,72.9723409,office:financial
हर्षित टेक एण्ड इन्नोवेशन,19.189077,72.9513287,office:lawyer
National College,19.0640115,72.834808,highway:bus_stop
Juhu Koliwada,19.0860932,72.8276098,highway:bus_stop
Friends Cross Juhu,19.1036811,72.8270376,historic:wayside_cross
Shitladevi Temple,19.0336589,72.8421398,highway:bus_stop
Narayan Rao Koli,19.1841612,72.9792118,historic:monument
St. Peter's Church,19.0553099,72.830619,highway:bus_stop
chanai park,19.1216305,72.8509955,leisure:park
FR.JUSTIN DSOUZA GROUND,19.1951486,72.8349183,leisure:park
Zolo Exotica Co-living space,19.0803359,72.8891447,tourism:apartment
Central Lawn,18.9696231,72.8071474,leisure:park
jijamata udyan,19.0704347,72.9960453,leisure:park
IDfy,19.105544,72.8812603,office:it
Bhanushali Hospital,19.1887405,72.9765945,amenity:hospital
Bhanushali hospital,19.188282,72.9761226,amenity:hospital
Royal Hotel Bus Stop,19.0920568,72.8281643,highway:bus_stop
KLS Memorial Hospital,19.1079187,72.8408635,amenity:hospital
BookMyShow Office,19.1089006,72.8548606,office:it
Shivaji Park,19.0267688,72.8366692,leisure:park
babri masjid,19.2095964,72.8801245,amenity:place_of_worship
Noble chemist,19.0771201,72.9022577,amenity:hospital
svp garden,19.1340372,72.8261182,leisure:park
Chakala Cigarette Company,19.1065997,72.8595354,highway:bus_stop
Hotel Regal International,19.1012257,72.884606,tourism:hotel
Hotel Dwarka,19.0849255,72.8872426,tourism:hotel
Mirages,19.1089323,72.876786,tourism:hotel
Allen Institute,19.1702113,72.9534085,office:educational_institution
Hotel home town,19.0523856,72.8666168,tourism:hotel
National Travels,19.0421693,72.8644545,office:travel_agent
Veer Baji Prabhu Udyan,19.0266339,72.83538,leisure:park
Amigo Hotel,19.0247267,72.8355588,tourism:hotel
Atlas Skill Tech University,19.071018,72.8758648,office:educational_institution
S.K. Patil Park,18.9492464,72.821548,highway:bus_stop
BJP Party office,18.9289448,72.8238192,office:political_party
Pandit Paluskar Chowk,18.9551577,72.8162925,highway:bus_stop
NDDS Manufacturer and Design,19.080082,72.8958567,office:architect
Hotel Heraa,18.9392416,72.8383645,tourism:hotel
"Mumbai port Operations Service Center, Indira Dock",18.9387098,72.8385943,office:government
Dr. B. R. Ambedkar Statue,19.0703139,72.8285653,historic:memorial
Dr. B.R. Ambedkar Road,19.0701677,72.8290966,highway:bus_stop
Rizvi College,19.0687139,72.8229416,highway:bus_stop
Conversantech,19.0988742,72.8411616,office:it
Bureau of Civil Aviation Security,19.1083812,72.8568527,office:government
Directorate General of Civil Affairs,19.1084035,72.8567488,office:government
Airport Authority of India Offices,19.1084184,72.8565724,office:government
WeWork,19.1797367,72.8355255,office:coworking
DevX Andheri,19.1129446,72.8659106,office:coworking
Ecospaze by One Co.Work Mumbai Andheri,18.9965183,72.827295,office:coworking
Innov8 Andheri,19.1137221,72.8553942,office:coworking
Vagad Student Hostel,19.1438319,72.8310718,tourism:hostel
Airtel,18.9576789,72.8181669,office:telecommunication
sai garden,19.2185608,72.8459706,leisure:park
Allana Center Masjid,18.9295703,72.8316916,amenity:place_of_worship
Redbrick Offices - Grande Palladium,19.0736493,72.8705679,office:coworking
gandi park,19.0976969,72.8874556,leisure:park
Vatika Business Centre & Co-working Spaces,19.0730526,72.8699382,office:coworking
Navjeevan,19.2204634,72.8583907,amenity:hospital
battlefield,19.2532453,72.8502973,amenity:hospital
green garedne,19.2836267,72.860991,leisure:park
Alfa Executive,19.1189559,72.8416903,tourism:hotel
lex services,18.9311566,72.8335899,office:lawyer
Observation Deck,19.2283841,72.9897479,tourism:viewpoint
Nhava Sheva,18.898159,72.9882016,railway:stop
Dronagiri,18.8812665,72.9646789,railway:stop
Uran City,18.8782474,72.9525208,railway:stop
Uran,18.8783831,72.9525159,railway:stop
tirupathi metarnal and general hospital,19.2066191,72.8650557,amenity:hospital
sharma park,19.1245536,72.9185448,leisure:park
dr.anjali's hospital,19.1245264,72.9160425,amenity:hospital
OMWORLD INTERNATIONAL LOGISTICS,19.2968529,72.8522693,office:company
Ananthnath Jain Mandir,18.9530736,72.8373694,amenity:place_of_worship
Powai Vatika,19.1229152,72.9069326,tourism:attraction
LODHA Supremus Powai,19.1186003,72.8902558,office:company
Powai Plaza,19.1229385,72.9131293,shop:mall
Hakone,19.1224971,72.9136369,shop:mall
Powai Vihar Park,19.1171079,72.9029746,leisure:park
Elder's Park,19.1136539,72.8965205,leisure:park
Nirvana Park,19.122422,72.9118156,leisure:park
Calisthenics Park,19.1225738,72.9115582,leisure:park
Mumbai Metro-The Excecutive,19.104652,72.8867082,tourism:motel
WMART,19.0372789,72.9322796,shop:mall
Kailash Park,19.0383568,72.9192072,leisure:park
Mandakini parks,19.0393065,72.9184068,leisure:park
BARCOA,19.0404875,72.9192059,office:property_management
Vashi Gaon Ganesh Mandir,19.032625,72.88848,amenity:place_of_worship
Utpal Sanghvi,19.1126761,72.8281216,highway:bus_stop
The Byke Delotel,19.2306853,72.8555533,tourism:hotel
Pathanwadi Muncipal Park,19.1777161,72.8632299,leisure:park
Swami Vivekananda Statue,18.922749,72.8346884,tourism:artwork
Swatantryaveer Vinayak Damodar Savarka Statue,19.0283592,72.8368852,tourism:artwork
Saibaba Mandir,19.1675516,72.9309656,amenity:place_of_worship
Sri Sankeshwar Mahadev Mandir,19.1726134,72.9321256,amenity:place_of_worship
Sri Narmada Devi Mandir,19.1786523,72.9494121,amenity:place_of_worship
S.S.ASSOCIATES,19.2942123,72.8731207,office:yes
A. M. Kenia Estate Agency,19.1753721,72.863817,office:estate_agent
ASTRAVANT REALTY,19.1408475,72.8329386,office:estate_agent
Bandra Kurla Complex (BKC),19.0610779,72.8543132,railway:stop
Bandra Colony,19.0703093,72.8490294,railway:stop
Santacruz,19.0796105,72.8470573,railway:stop
CSMIA Domestic,19.0942324,72.8540504,railway:stop
Sahar Road,19.1022615,72.8656166,railway:stop
CSMIA International T2,19.1024452,72.8752595,railway:stop
Marol Naka (Line 3),19.1082762,72.8786939,railway:stop
MIDC - Andheri,19.1174293,72.873089,railway:stop
SEEPZ,19.1262254,72.8737791,railway:stop
Aarey JVLR,19.1310462,72.8841973,railway:stop
Bandra Colony,19.0699627,72.8493601,railway:station
Santacruz,19.0792887,72.8471185,railway:station
CSMI Airport Domestic T1,19.093899,72.8535765,railway:station
Sahar Road,19.102196,72.8652361,railway:station
Turkish Consulate,18.9242,72.8226,office:diplomatic
SGNP: Nagla Block,19.2983918,72.9074352,leisure:park
